"ID","Name","LongName","Parent","McCC","CLOC","PDA","PUA","LLOC","LOC","Index","FileName","Package","DataClumps","MessageChains","MiddleMan","SpeculativeGenerality","SwitchStatements","MessageChains","blank","comment","code","codeLines","bug"
"L59722","DeferredBufferedImage.java","src/org/argouml/gefext/DeferredBufferedImage.java","L59707","8","0","6","17","169","334","126","src/org/argouml/gefext/DeferredBufferedImage.java","app","1","0","1","1","0","0","49","115","169","169","0"
"L60098","Translator.java","src/org/argouml/i18n/Translator.java","L60097","19","0","13","0","177","390","127","src/org/argouml/i18n/Translator.java","app","0","2","0","0","0","0","41","171","177","177","0"
"L60213","AbstractCommand.java","src/org/argouml/kernel/AbstractCommand.java","L60212","1","0","1","4","11","45","128","src/org/argouml/kernel/AbstractCommand.java","app","0","0","0","0","0","0","6","27","11","11","0"
"L60214","AbstractProjectMember.java","src/org/argouml/kernel/AbstractProjectMember.java","L60212","12","0","6","1","68","165","129","src/org/argouml/kernel/AbstractProjectMember.java","app","0","2","0","0","0","2","21","76","68","68","0"
"L60215","Command.java","src/org/argouml/kernel/Command.java","L60212","1","0","5","0","7","56","130","src/org/argouml/kernel/Command.java","app","0","0","0","0","0","0","6","43","7","7","0"
"L60216","DefaultUndoManager.java","src/org/argouml/kernel/DefaultUndoManager.java","L60212","24","0","0","0","254","372","131","src/org/argouml/kernel/DefaultUndoManager.java","app","0","0","1","0","0","0","59","58","254","254","0"
"L60217","DelayedChangeNotify.java","src/org/argouml/kernel/DelayedChangeNotify.java","L60212","1","0","3","0","12","55","132","src/org/argouml/kernel/DelayedChangeNotify.java","app","0","0","1","0","0","0","6","36","12","12","0"
"L60218","DelayedVChangeListener.java","src/org/argouml/kernel/DelayedVChangeListener.java","L60212","1","0","2","0","5","41","133","src/org/argouml/kernel/DelayedVChangeListener.java","app","0","0","0","0","0","0","5","30","5","5","0"
"L60219","MemberList.java","src/org/argouml/kernel/MemberList.java","L60212","41","0","0","0","263","398","134","src/org/argouml/kernel/MemberList.java","app","0","0","0","16","0","0","44","90","263","263","0"
"L60220","NonUndoableCommand.java","src/org/argouml/kernel/NonUndoableCommand.java","L60212","1","0","1","4","12","46","135","src/org/argouml/kernel/NonUndoableCommand.java","app","0","0","0","1","0","0","6","27","12","12","0"
"L60221","ProfileConfiguration.java","src/org/argouml/kernel/ProfileConfiguration.java","L60212","34","0","19","0","219","420","136","src/org/argouml/kernel/ProfileConfiguration.java","app","0","9","0","0","0","9","58","142","219","219","0"
"L60222","Project.java","src/org/argouml/kernel/Project.java","L60212","1","0","78","0","105","718","137","src/org/argouml/kernel/Project.java","app","0","0","0","1","0","0","88","516","105","105","3"
"L60223","ProjectFactory.java","src/org/argouml/kernel/ProjectFactory.java","L60212","1","0","3","1","17","71","138","src/org/argouml/kernel/ProjectFactory.java","app","0","0","0","0","0","0","8","45","17","17","0"
"L60224","ProjectImpl.java","src/org/argouml/kernel/ProjectImpl.java","L60212","91","0","8","73","757","1165","139","src/org/argouml/kernel/ProjectImpl.java","app","1","14","1","2","1","11","222","185","753","753","5"
"L60225","ProjectManager.java","src/org/argouml/kernel/ProjectManager.java","L60212","15","0","13","0","175","396","140","src/org/argouml/kernel/ProjectManager.java","app","0","0","1","0","0","0","37","169","175","175","0"
"L60226","ProjectMember.java","src/org/argouml/kernel/ProjectMember.java","L60212","1","0","6","0","8","74","141","src/org/argouml/kernel/ProjectMember.java","app","0","0","0","1","0","0","7","58","8","8","0"
"L60227","ProjectSettings.java","src/org/argouml/kernel/ProjectSettings.java","L60212","36","0","72","0","605","1198","142","src/org/argouml/kernel/ProjectSettings.java","app","0","2","1","0","0","2","135","359","572","572","3"
"L60228","UmlModelMutator.java","src/org/argouml/kernel/UmlModelMutator.java","L60212","1","0","1","0","7","41"
"L60229","UndoManager.java","src/org/argouml/kernel/UndoManager.java","L60212","1","0","9","0","14","101","143","src/org/argouml/kernel/UndoManager.java","app","0","0","0","1","0","0","11","76","14","14","0"
"L38525","AssociationEndHandler.java","src/org/argouml/language/cpp/generator/AssociationEndHandler.java","L38524","7","0","0","0","53","99"
"L38526","GeneratorCpp.java","src/org/argouml/language/cpp/generator/GeneratorCpp.java","L38524","484","0","21","3","2151","3079"
"L38527","Inline.java","src/org/argouml/language/cpp/generator/Inline.java","L38524","13","0","1","1","90","181"
"L38528","ModuleCpp.java","src/org/argouml/language/cpp/generator/ModuleCpp.java","L38524","5","0","5","0","39","87"
"L38529","Section.java","src/org/argouml/language/cpp/generator/Section.java","L38524","5","0","4","0","40","107"
"L39331","AttributeNotationCpp.java","src/org/argouml/language/cpp/notation/AttributeNotationCpp.java","L39330","1","0","5","1","21","82"
"L39332","ModelElementNameNotationCpp.java","src/org/argouml/language/cpp/notation/ModelElementNameNotationCpp.java","L39330","4","0","3","2","27","74"
"L39333","NotationModuleCpp.java","src/org/argouml/language/cpp/notation/NotationModuleCpp.java","L39330","4","0","1","5","53","96"
"L39334","OperationNotationCpp.java","src/org/argouml/language/cpp/notation/OperationNotationCpp.java","L39330","1","0","5","0","17","80"
"L39435","BaseProfile.java","src/org/argouml/language/cpp/profile/BaseProfile.java","L39434","21","0","3","3","188","285"
"L39436","FigNodeStrategyCpp.java","src/org/argouml/language/cpp/profile/FigNodeStrategyCpp.java","L39434","5","0","2","0","33","84"
"L39437","NormalProfileCpp.java","src/org/argouml/language/cpp/profile/NormalProfileCpp.java","L39434","1","0","3","4","56","121"
"L39438","ProfileCpp.java","src/org/argouml/language/cpp/profile/ProfileCpp.java","L39434","1","0","1","29","161","400"
"L39439","ProfileModule.java","src/org/argouml/language/cpp/profile/ProfileModule.java","L39434","6","0","4","1","70","138"
"L39769","CPPLexer.java","src/org/argouml/language/cpp/reveng/CPPLexer.java","L39767","747","0","0","61","2069","2235"
"L39770","CPPParser.java","src/org/argouml/language/cpp/reveng/CPPParser.java","L39767","3196","0","6","117","9005","9580"
"L39771","CPPvariables.java","src/org/argouml/language/cpp/reveng/CPPvariables.java","L39767","1","0","1","0","29","128"
"L39768","CppImport.java","src/org/argouml/language/cpp/reveng/CppImport.java","L39767","9","0","10","0","137","260"
"L39772","Modeler.java","src/org/argouml/language/cpp/reveng/Modeler.java","L39767","1","0","41","0","45","292"
"L39773","ModelerImpl.java","src/org/argouml/language/cpp/reveng/ModelerImpl.java","L39767","89","0","41","0","590","1094"
"L39774","STDCTokenTypes.java","src/org/argouml/language/cpp/reveng/STDCTokenTypes.java","L39767","1","0","0","1","158","168"
"L41541","SettingsTabCpp.java","src/org/argouml/language/cpp/ui/SettingsTabCpp.java","L41540","7","0","11","0","161","266"
"L41631","GeneratorCSharp.java","src/org/argouml/language/csharp/generator/GeneratorCSharp.java","L41630","227","0","11","0","1089","1826"
"L41632","Section.java","src/org/argouml/language/csharp/generator/Section.java","L41630","17","0","5","0","114","188"
"L43493","CrMultipleInheritance.java","src/org/argouml/language/java/cognitive/critics/CrMultipleInheritance.java","L43492","5","0","5","0","47","98","144","src/org/argouml/language/java/cognitive/critics/CrMultipleInheritance.java","app","0","1","0","2","0","1","9","41","47","47","0"
"L43494","CrMultipleRealization.java","src/org/argouml/language/java/cognitive/critics/CrMultipleRealization.java","L43492","4","0","3","0","25","71","145","src/org/argouml/language/java/cognitive/critics/CrMultipleRealization.java","app","0","1","0","1","0","1","9","36","25","25","0"
"L43495","CrReservedNameJava.java","src/org/argouml/language/java/cognitive/critics/CrReservedNameJava.java","L43492","1","0","2","0","71","161","146","src/org/argouml/language/java/cognitive/critics/CrReservedNameJava.java","app","0","0","0","0","0","0","29","60","71","71","0"
"L43496","InitJavaCritics.java","src/org/argouml/language/java/cognitive/critics/InitJavaCritics.java","L43492","1","0","2","3","28","71","147","src/org/argouml/language/java/cognitive/critics/InitJavaCritics.java","app","0","2","1","0","0","2","10","32","28","28","0"
"L43549","AnonymousClassCodePiece.java","src/org/argouml/language/java/generator/AnonymousClassCodePiece.java","L43548","2","0","0","0","43","117","148","src/org/argouml/language/java/generator/AnonymousClassCodePiece.java","app","0","0","1","0","0","0","13","60","43","43","0"
"L43550","AttributeCodePiece.java","src/org/argouml/language/java/generator/AttributeCodePiece.java","L43548","18","0","0","0","108","219","149","src/org/argouml/language/java/generator/AttributeCodePiece.java","app","0","5","1","0","0","5","16","94","108","108","0"
"L43551","ClassCodePiece.java","src/org/argouml/language/java/generator/ClassCodePiece.java","L43548","3","0","0","0","47","122","150","src/org/argouml/language/java/generator/ClassCodePiece.java","app","0","0","1","0","0","0","13","61","47","47","0"
"L43552","ClassifierEndCodePiece.java","src/org/argouml/language/java/generator/ClassifierEndCodePiece.java","L43548","7","0","0","0","57","132","151","src/org/argouml/language/java/generator/ClassifierEndCodePiece.java","app","0","0","1","0","0","0","14","60","57","57","0"
"L43553","CodeGenerator.java","src/org/argouml/language/java/generator/CodeGenerator.java","L43548","15","0","0","0","115","206","152","src/org/argouml/language/java/generator/CodeGenerator.java","app","0","10","0","0","0","10","20","70","115","115","0"
"L43554","CodePiece.java","src/org/argouml/language/java/generator/CodePiece.java","L43548","1","0","0","0","9","65","153","src/org/argouml/language/java/generator/CodePiece.java","app","0","0","0","0","0","0","8","47","9","9","0"
"L43555","CodePieceCollector.java","src/org/argouml/language/java/generator/CodePieceCollector.java","L43548","11","0","0","0","76","145","154","src/org/argouml/language/java/generator/CodePieceCollector.java","app","0","0","0","0","0","0","13","55","76","76","0"
"L43556","CompositeCodePiece.java","src/org/argouml/language/java/generator/CompositeCodePiece.java","L43548","10","0","0","0","64","136","155","src/org/argouml/language/java/generator/CompositeCodePiece.java","app","0","0","0","0","0","0","13","58","64","64","0"
"L43557","GeneratorJava.java","src/org/argouml/language/java/generator/GeneratorJava.java","L43548","297","0","15","0","1363","2078","156","src/org/argouml/language/java/generator/GeneratorJava.java","app","0","140","1","5","0","139","194","543","1340","1340","1"
"L43558","InterfaceCodePiece.java","src/org/argouml/language/java/generator/InterfaceCodePiece.java","L43548","3","0","0","0","46","120","157","src/org/argouml/language/java/generator/InterfaceCodePiece.java","app","0","0","1","0","0","0","15","58","46","46","0"
"L43559","JavaLexer.java","src/org/argouml/language/java/generator/JavaLexer.java","L43548","672","0","0","59","1822","1973","158","src/org/argouml/language/java/generator/JavaLexer.java","app","1","0","0","0","0","0","149","84","1739","1739","0"
"L43560","JavaRecognizer.java","src/org/argouml/language/java/generator/JavaRecognizer.java","L43548","988","0","4","66","3422","3821","159","src/org/argouml/language/java/generator/JavaRecognizer.java","app","1","0","0","0","0","0","266","132","3422","3422","0"
"L43561","JavaTokenTypes.java","src/org/argouml/language/java/generator/JavaTokenTypes.java","L43548","1","0","0","1","150","155","160","src/org/argouml/language/java/generator/JavaTokenTypes.java","app","0","0","0","0","0","0","3","1","150","150","0"
"L43562","NamedCodePiece.java","src/org/argouml/language/java/generator/NamedCodePiece.java","L43548","6","0","0","0","37","102","161","src/org/argouml/language/java/generator/NamedCodePiece.java","app","0","0","0","0","0","0","5","59","37","37","0"
"L43563","OperationCodePiece.java","src/org/argouml/language/java/generator/OperationCodePiece.java","L43548","6","0","0","0","60","141","162","src/org/argouml/language/java/generator/OperationCodePiece.java","app","0","1","1","0","0","1","13","67","60","60","0"
"L43564","PackageCodePiece.java","src/org/argouml/language/java/generator/PackageCodePiece.java","L43548","2","0","0","0","40","112","163","src/org/argouml/language/java/generator/PackageCodePiece.java","app","0","2","1","0","0","2","13","58","40","40","0"
"L43565","ParseState.java","src/org/argouml/language/java/generator/ParseState.java","L43548","5","0","9","0","74","199","164","src/org/argouml/language/java/generator/ParseState.java","app","0","4","0","0","0","4","21","103","74","74","0"
"L43566","SimpleCodePiece.java","src/org/argouml/language/java/generator/SimpleCodePiece.java","L43548","1","0","0","0","39","112","165","src/org/argouml/language/java/generator/SimpleCodePiece.java","app","0","0","0","0","0","0","14","58","39","39","0"
"L41947","PHPDocumentor.java","src/org/argouml/language/php/PHPDocumentor.java","L41946","177","0","7","0","928","1811"
"L41950","GeneratorPHP4.java","src/org/argouml/language/php/generator/GeneratorPHP4.java","L41949","231","0","4","0","1096","1611"
"L41951","ModulePHP4.java","src/org/argouml/language/php/generator/ModulePHP4.java","L41949","15","0","6","0","112","209"
"L41952","ModulePHP5.java","src/org/argouml/language/php/generator/ModulePHP5.java","L41949","1","0","2","0","6","44"
"L41953","NameGenerator.java","src/org/argouml/language/php/generator/NameGenerator.java","L41949","39","0","3","0","147","292"
"L41954","Section.java","src/org/argouml/language/php/generator/Section.java","L41949","1","0","2","0","10","53"
"L42729","ColumnDefinition.java","src/org/argouml/language/sql/ColumnDefinition.java","L42728","1","0","11","0","40","131"
"L42730","DomainMapper.java","src/org/argouml/language/sql/DomainMapper.java","L42728","18","0","8","0","177","299"
"L42731","FirebirdSqlCodeCreator.java","src/org/argouml/language/sql/FirebirdSqlCodeCreator.java","L42728","11","0","6","0","151","235"
"L42732","ForeignKeyDefinition.java","src/org/argouml/language/sql/ForeignKeyDefinition.java","L42728","3","0","24","0","94","239"
"L42733","GeneratorSql.java","src/org/argouml/language/sql/GeneratorSql.java","L42728","37","0","8","0","274","486"
"L42734","IndexDefinition.java","src/org/argouml/language/sql/IndexDefinition.java","L42728","1","0","1","8","32","76"
"L42735","ModelValidator.java","src/org/argouml/language/sql/ModelValidator.java","L42728","25","0","0","0","162","283"
"L42736","MySqlCodeCreator.java","src/org/argouml/language/sql/MySqlCodeCreator.java","L42728","7","0","3","1","70","109"
"L42737","SqlCodeCreator.java","src/org/argouml/language/sql/SqlCodeCreator.java","L42728","1","0","4","0","6","61"
"L42738","SqlCreatorLoader.java","src/org/argouml/language/sql/SqlCreatorLoader.java","L42728","18","0","2","0","96","180"
"L42739","SqlInit.java","src/org/argouml/language/sql/SqlInit.java","L42728","4","0","5","0","39","157"
"L42740","TableDefinition.java","src/org/argouml/language/sql/TableDefinition.java","L42728","1","0","9","0","38","118"
"L42741","Utils.java","src/org/argouml/language/sql/Utils.java","L42728","24","0","0","0","175","390"
"L45022","LanguageComboBox.java","src/org/argouml/language/ui/LanguageComboBox.java","L45021","3","0","6","0","53","114","166","src/org/argouml/language/ui/LanguageComboBox.java","app","0","1","0","3","0","1","14","46","53","53","0"
"L67484","AbstractActivityGraphsHelperDecorator.java","src/org/argouml/model/AbstractActivityGraphsHelperDecorator.java","L67483","1","0","2","11","48","112","167","src/org/argouml/model/AbstractActivityGraphsHelperDecorator.java","app","0","0","1","1","0","0","19","44","48","48","0"
